@relation mainC-refined-weka.filters.unsupervised.attribute.Remove-R7-26

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute ' phase ' {0,1,2,3}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
1.09659,2,3,1,7440,3.96837,cluster13
1.31828,2,3,1,7430,4.00178,cluster13
1.84527,2,3,1,7420,4.1347,cluster13
1.24143,2,3,1,7410,3.53135,cluster13
1.47473,4,1,1,3400,2.444467,cluster3
1.25236,2,3,1,7400,3.5418,cluster13
1.44742,4,1,1,3390,2.416467,cluster3
1.2764,4,1,1,3380,2.5385,cluster3
0.506017,4,1,1,3370,2.007317,cluster3
0.484683,3,3,1,12400,1.464317,cluster15
0.52035,4,1,1,3360,1.987117,cluster3
0.630266,3,3,1,12390,1.610767,cluster15
0.621683,4,1,1,3350,2.112133,cluster3
0.534449,3,3,1,12380,1.508983,cluster15
1.3321,4,1,1,3340,2.8099,cluster3
0.476883,3,3,1,12370,1.469683,cluster15
0,6,0,0,21400,1.36373,cluster5
1.33392,4,1,1,3330,2.827667,cluster3
0.466134,3,3,1,12360,1.4643,cluster15
0,6,0,0,21390,1.39075,cluster5
1.30115,4,1,1,3320,2.795967,cluster3
0.476583,3,3,1,12350,1.463983,cluster15
0,6,0,0,21380,1.43123,cluster5
1.26743,4,1,1,3310,2.755317,cluster3
0.521816,3,3,1,12340,1.41815,cluster15
0,6,0,0,21370,1.48647,cluster5
0.492134,3,3,1,12330,1.509667,cluster15
0.001063,6,0,0,21360,1.32618,cluster5
0.329717,6,3,0,9400,0.807467,cluster15
0.543884,3,3,1,12320,1.490717,cluster15
0.000633,6,0,0,21350,0.868167,cluster3
0.33335,6,3,0,9390,0.79835,cluster15
0.542783,3,3,1,12310,1.48945,cluster15
0,6,0,0,21340,0.86745,cluster3
0.382934,6,3,0,9380,0.78635,cluster15
0,6,0,0,21330,0.8773,cluster3
0.385835,6,3,0,9370,0.787017,cluster15
0.188433,1,0,1,17300,1.095683,cluster13
0,6,0,0,18400,1.096567,cluster5
0,6,0,0,21320,0.973917,cluster3
0.386967,6,3,0,9360,0.78925,cluster15
0.188717,1,0,1,17290,1.10405,cluster13
0,6,0,0,18390,1.094333,cluster5
0,6,0,0,21310,0.9716,cluster3
0.402849,6,3,0,9350,0.860433,cluster15
0.195233,1,0,1,17280,1.105283,cluster13
0,6,0,0,18380,1.0953,cluster5
0.404399,6,3,0,9340,0.881483,cluster15
0.192316,1,0,1,17270,1.166017,cluster13
0.298417,0,1,0,2300,1.840833,cluster13
0,6,0,0,18370,1.0965,cluster5
0.140683,5,1,1,3400,0.47365,cluster5
0.380365,6,3,0,9330,0.751933,cluster15
0.248868,1,0,1,17260,1.1618,cluster13
0.505567,0,1,0,2290,2.046633,cluster13
0,6,0,0,18360,1.09545,cluster5
0.141101,5,1,1,3390,0.481567,cluster5
0.35585,6,3,0,9320,0.6619,cluster15
0.547384,1,0,1,17250,1.052267,cluster13
0.654068,0,1,0,2280,2.171867,cluster13
0,6,0,0,18350,0.970783,cluster5
0.140533,5,1,1,3380,0.47615,cluster5
0.324616,6,3,0,9310,0.604933,cluster15
0.7468,1,0,1,17240,0.90075,cluster13
0.313034,0,1,0,2270,1.868017,cluster13
0,6,0,0,18340,0.9714,cluster5
0.138283,5,1,1,3370,0.476983,cluster5
0.732583,1,0,1,17230,0.895583,cluster13
0.319683,0,1,0,2260,1.846733,cluster13
0,6,0,0,18330,0.97285,cluster5
0.129501,5,1,1,3360,0.47845,cluster5
0.721467,1,0,1,17220,0.88765,cluster13
0.388367,0,1,0,2250,1.75045,cluster13
0,6,0,0,18320,0.975867,cluster5
0.134584,5,1,1,3350,0.479267,cluster5
0.7153,1,0,1,17210,0.8819,cluster13
0.382299,0,1,0,2240,1.7248,cluster13
0,6,0,0,18310,0.977967,cluster5
0.127584,5,1,1,3340,0.482167,cluster5
0.390517,0,1,0,2230,1.73745,cluster13
0.121217,5,1,1,3330,0.4766,cluster5
1.10718,3,0,1,23300,1.910017,cluster13
0.389332,0,1,0,2220,1.730383,cluster13
0.1397,5,1,1,3320,0.476433,cluster5
0.867601,3,0,1,23290,1.680017,cluster13
0.3838,0,1,0,2210,1.74055,cluster13
0.136267,5,1,1,3310,0.4803,cluster5
0.850267,3,0,1,23280,1.654867,cluster13
0.750751,3,0,1,23270,1.562367,cluster13
0.250333,2,3,1,8300,0.340283,cluster5
0.50875,3,0,1,23260,1.325617,cluster13
0.210434,2,3,1,8290,0.387017,cluster5
0.515133,3,0,1,23250,1.326533,cluster13
0.061117,2,3,1,8280,0.664083,cluster5
0.519785,3,0,1,23240,1.335667,cluster13
0,2,3,1,8270,0.821333,cluster5
0.512066,3,0,1,23230,1.339883,cluster13
0,2,3,1,8260,0.8466,cluster5
0.514717,3,0,1,23220,1.329983,cluster13
0,2,3,1,8250,0.8401,cluster5
0.516951,3,0,1,23210,1.351017,cluster13
0,2,3,1,8240,0.88125,cluster5
0,2,3,1,8230,0.956217,cluster5
0,2,3,1,8220,0.93075,cluster5
0,2,3,1,8210,0.967383,cluster5
0,0,1,0,2390,1.448,cluster5
0,0,1,0,2380,1.42545,cluster5
0,0,1,0,2370,1.4475,cluster5
0,0,1,0,2360,1.45985,cluster5
0,0,1,0,2350,1.43078,cluster5
0,0,1,0,2340,1.46045,cluster5
0,0,1,0,2330,1.4685,cluster5
0,0,1,0,2320,1.48855,cluster5
0,0,1,0,2310,1.5504,cluster5
0.558247,0,1,0,2300,1.60093,cluster5
0.202749,6,3,0,8400,1.194083,cluster13
0.973683,1,3,1,7300,1.126883,cluster15
0.21075,6,3,0,8390,1.190717,cluster13
1.73813,1,3,1,7290,1.901233,cluster17
0.200383,6,3,0,8380,1.20655,cluster13
1.89867,1,3,1,7280,2.079183,cluster17
0,3,0,1,16300,0.848367,cluster3
0.2028,6,3,0,8370,1.207783,cluster13
0.502416,6,0,0,17400,1.40215,cluster15
2.10827,1,3,1,7270,2.278867,cluster17
0,3,0,1,16290,0.848367,cluster3
0.208417,6,3,0,8360,1.178667,cluster13
0.510233,6,0,0,17390,1.381583,cluster15
1.63455,1,3,1,7260,1.814033,cluster17
0,3,0,1,16280,0.853233,cluster3
0.210017,6,3,0,8350,1.221317,cluster13
0.516833,6,0,0,17380,1.42455,cluster15
1.03073,1,3,1,7250,1.203167,cluster15
0,3,0,1,16270,0.8681,cluster3
0.195051,6,3,0,8340,1.197367,cluster13
0.509466,6,0,0,17370,1.5083,cluster15
0.949934,1,3,1,7240,1.129317,cluster15
0.178802,1,1,1,2390,0.593367,cluster13
0,3,0,1,16260,0.882017,cluster3
0.1973,6,3,0,8330,1.233567,cluster13
0.521116,6,0,0,17360,1.491933,cluster15
1.49522,1,3,1,7230,1.658533,cluster17
0.183567,1,1,1,2380,0.5927,cluster13
0,3,0,1,16250,0.917517,cluster3
0.207683,6,3,0,8320,1.267033,cluster13
0.508633,6,0,0,17350,1.506683,cluster15
1.74525,1,3,1,7220,1.899767,cluster17
0.16635,1,1,1,2370,0.5874,cluster13
0,3,0,1,16240,1.04677,cluster3
0.207617,6,3,0,8310,1.275367,cluster13
0.507917,6,0,0,17340,1.508433,cluster15
2.14345,1,3,1,7210,2.31415,cluster17
0.17525,1,1,1,2360,0.5915,cluster13
0.058784,3,0,1,16230,0.48525,cluster3
0.513883,6,0,0,17330,1.50985,cluster15
0.182883,1,1,1,2350,0.587717,cluster13
0.049284,3,0,1,16220,0.415367,cluster3
0.518483,6,0,0,17320,1.5054,cluster15
1.12977,3,3,1,13300,2.325433,cluster15
0.1756,1,1,1,2340,0.590133,cluster13
0.058284,3,0,1,16210,0.41435,cluster3
0.532717,6,0,0,17310,1.544767,cluster15
1.90002,3,3,1,13290,3.077417,cluster17
0.166249,1,1,1,2330,0.590867,cluster13
1.89602,3,3,1,13280,3.074883,cluster17
0.156716,1,1,1,2320,0.5947,cluster13
0.248657,6,0,0,14410,0.690583,cluster4
1.05165,3,0,1,22300,1.322983,cluster13
1.89105,3,3,1,13270,3.082733,cluster17
0.176533,1,1,1,2310,0.596733,cluster13
0.2287,6,0,0,14400,0.62275,cluster4
0.749166,3,0,1,22290,1.014583,cluster13
1.87992,3,3,1,13260,3.089517,cluster17
0.192366,1,1,1,2300,0.595717,cluster13
0.21935,6,0,0,14390,0.604817,cluster15
0.754117,3,0,1,22280,1.01915,cluster13
1.96137,3,3,1,13250,3.173967,cluster17
0.183354,6,0,0,14380,0.578617,cluster15
0.746167,3,0,1,22270,1.0171,cluster13
1.19692,2,3,1,7300,1.902867,cluster13
1.87387,3,3,1,13240,3.076183,cluster17
0.454588,6,0,0,14370,0.858117,cluster15
0.736033,3,0,1,22260,1.0163,cluster13
1.3805,2,3,1,7290,2.1,cluster13
1.86105,3,3,1,13230,3.0508,cluster17
0.703207,6,0,0,14360,1.0973,cluster15
0.745183,3,0,1,22250,1.018017,cluster13
1.48017,2,3,1,7280,2.211133,cluster13
1.84748,3,3,1,13220,3.035817,cluster17
0.065351,6,0,0,14350,0.79245,cluster15
0.830284,3,0,1,22240,1.10225,cluster13
1.53082,2,3,1,7270,1.70105,cluster13
1.6428,3,3,1,13210,2.869967,cluster17
0,6,0,0,14340,0.724633,cluster15
1.14955,3,0,1,22230,1.3885,cluster13
1.51242,2,3,1,7260,1.683383,cluster13
0.147099,6,0,0,14330,1.2093,cluster15
0.8748,1,0,1,18200,2.497167,cluster13
1.0673,3,0,1,22220,1.372167,cluster13
1.48697,2,3,1,7250,1.660083,cluster13
0.13676,6,0,0,14320,1.20287,cluster15
0.896717,1,0,1,18190,2.488083,cluster13
0.744716,3,0,1,22210,1.020583,cluster13
1.46262,2,3,1,7240,1.631567,cluster13
0.8881,1,0,1,18180,2.462767,cluster13
1.43467,2,3,1,7230,1.707967,cluster13
0.91125,1,0,1,18170,2.378633,cluster13
0.194699,5,2,0,4300,1.61405,cluster3
0.094051,0,1,0,3200,3.24075,cluster15
1.33168,2,3,1,7220,1.6024,cluster13
0.900717,1,0,1,18160,2.389833,cluster13
0.827733,5,2,0,4290,1.98765,cluster3
0.480633,0,1,0,3190,6.451033,cluster15
1.02465,2,3,1,7210,1.461983,cluster13
0.90765,1,0,1,18150,2.39415,cluster13
0.836732,5,2,0,4280,1.977233,cluster3
0.513133,0,1,0,3180,6.573333,cluster15
0.907466,1,0,1,18140,2.39535,cluster13
0.118218,5,2,0,4270,1.273167,cluster3
0.541117,0,1,0,3170,6.627267,cluster15
0.909533,1,0,1,18130,2.381867,cluster13
0.119117,5,2,0,4260,1.272417,cluster3
0.43375,0,1,0,3160,4.337983,cluster15
0.896017,1,0,1,18120,2.390067,cluster13
0.148017,5,2,0,4250,1.30465,cluster3
0.2288,0,1,0,3150,1.860033,cluster15
0.903701,1,0,1,18110,2.396817,cluster13
0.8518,5,2,0,4240,1.97675,cluster3
0.2404,0,1,0,3140,1.871817,cluster15
0.818884,5,2,0,4230,1.976967,cluster3
0.187967,0,1,0,3130,1.805917,cluster15
0.431183,5,2,0,4220,1.594483,cluster3
0.154251,0,1,0,3120,1.804117,cluster15
0.13415,5,2,0,4210,1.26575,cluster3
0.158416,0,1,0,3110,1.755883,cluster15
1.23682,2,3,1,7390,3.51752,cluster13
1.1917,2,3,1,7380,3.45962,cluster13
1.20338,2,3,1,7370,3.46808,cluster13
1.07459,2,3,1,7360,3.43742,cluster13
0.964056,2,3,1,7350,3.42462,cluster13
1.04065,2,3,1,7340,3.50385,cluster13
1.2402,2,3,1,7330,4.72255,cluster13
1.59341,2,3,1,7320,7.14055,cluster13
1.40309,2,3,1,7310,3.92505,cluster13
1.12518,4,1,1,3300,2.637133,cluster3
1.37898,2,3,1,7300,1.83325,cluster13
0.503499,4,1,1,3290,2.016767,cluster3
0.5013,4,1,1,3280,1.991367,cluster3
0.60195,4,1,1,3270,2.125667,cluster3
0.531751,3,3,1,12300,1.5119,cluster15
1.3193,4,1,1,3260,2.813867,cluster3
0.4561,3,3,1,12290,1.607333,cluster15
1.31453,4,1,1,3250,2.813183,cluster3
0.379916,3,3,1,12280,1.794283,cluster15
1.29632,4,1,1,3240,2.792467,cluster3
0.293418,3,3,1,12270,2.061417,cluster15
0,6,0,0,21300,0.97245,cluster5
1.28152,4,1,1,3230,2.780917,cluster3
0.286434,3,3,1,12260,2.016167,cluster15
0,6,0,0,21290,0.97375,cluster5
1.27727,4,1,1,3220,2.781733,cluster3
0.277916,3,3,1,12250,2.04345,cluster15
0,6,0,0,21280,0.971617,cluster5
0.577451,4,1,1,3210,2.083267,cluster3
0.273884,3,3,1,12240,1.963817,cluster15
0,6,0,0,21270,0.987467,cluster5
0.134983,3,3,1,12230,1.73245,cluster15
0,6,0,0,21260,0.974783,cluster5
0.16295,6,3,0,9300,0.89175,cluster15
0.103968,3,3,1,12220,1.683017,cluster15
0,6,0,0,21250,0.9726,cluster5
0.160234,6,3,0,9290,0.949667,cluster15
0,3,3,1,12210,1.56335,cluster15
0,6,0,0,21240,0.974917,cluster5
0.156017,6,3,0,9280,0.95675,cluster15
0,6,0,0,21230,0.975233,cluster5
0.153535,6,3,0,9270,0.940267,cluster15
0.677733,1,0,1,17200,0.82415,cluster13
0,6,0,0,18300,0.9769,cluster5
0,6,0,0,21220,0.9761,cluster5
0.152034,6,3,0,9260,0.952417,cluster15
0.39345,1,0,1,17190,0.5538,cluster13
0,6,0,0,18290,0.971117,cluster5
0,6,0,0,21210,0.976683,cluster5
0.361367,6,3,0,9250,1.196867,cluster15
0.384067,1,0,1,17180,0.552467,cluster13
0,6,0,0,18280,0.973833,cluster5
0.291218,6,3,0,9240,1.097117,cluster15
0.394349,1,0,1,17170,0.549433,cluster13
0.390883,0,1,0,2200,1.766083,cluster13
0,6,0,0,18270,0.971733,cluster5
0.134551,5,1,1,3300,0.480817,cluster5
0.156718,6,3,0,9230,0.95855,cluster15
0.395534,1,0,1,17160,0.549283,cluster13
0.386334,0,1,0,2190,1.74595,cluster13
0,6,0,0,18260,0.9674,cluster5
0.125983,5,1,1,3290,0.479133,cluster5
0.152165,6,3,0,9220,0.949633,cluster15
0.3855,1,0,1,17150,0.552217,cluster13
0.5449,0,1,0,2180,1.9429,cluster15
0,6,0,0,18250,0.961217,cluster5
0.056316,5,1,1,3280,0.579183,cluster5
0.155932,6,3,0,9210,0.949883,cluster15
0.38965,1,0,1,17140,0.555733,cluster13
0.577016,0,1,0,2170,2.003883,cluster15
0,6,0,0,18240,0.950683,cluster5
0.048867,5,1,1,3270,0.579933,cluster5
0.381401,1,0,1,17130,0.65095,cluster13
0.865266,0,1,0,2160,2.315167,cluster15
0,6,0,0,18230,0.9504,cluster5
0.036567,5,1,1,3260,0.583117,cluster5
0.376216,1,0,1,17120,0.6546,cluster13
0.91485,0,1,0,2150,2.118967,cluster15
0,6,0,0,18220,0.952117,cluster5
0.04705,5,1,1,3250,0.5811,cluster5
0.375617,1,0,1,17110,0.654617,cluster13
0.673633,0,1,0,2140,1.49405,cluster15
0,6,0,0,18210,0.95485,cluster5
0.055683,5,1,1,3240,0.58075,cluster5
0.680166,0,1,0,2130,1.57875,cluster15
0.046933,5,1,1,3230,0.587983,cluster5
0.509734,3,0,1,23200,1.346967,cluster13
0.673884,0,1,0,2120,1.59535,cluster15
0.061217,5,1,1,3220,0.599767,cluster5
0.51,3,0,1,23190,1.38185,cluster13
0.651483,0,1,0,2110,1.5947,cluster15
0,5,1,1,3210,1.0655,cluster5
0.514366,3,0,1,23180,1.392367,cluster13
0.609134,3,0,1,23170,1.1537,cluster13
0.619816,3,0,1,23160,0.980517,cluster13
0.631917,3,0,1,23150,0.979217,cluster13
0.626417,3,0,1,23140,0.9822,cluster13
0.622633,3,0,1,23130,0.984833,cluster13
0.626449,3,0,1,23120,0.9842,cluster13
0.620616,3,0,1,23110,0.984483,cluster13
0.353999,0,1,0,2290,1.3773,cluster5
0,0,1,0,2280,0.94375,cluster5
0,0,1,0,2270,0.9416,cluster5
0,0,1,0,2260,0.95255,cluster5
0,0,1,0,2250,0.94685,cluster5
0,0,1,0,2240,1.11998,cluster5
0.250566,0,1,0,2230,1.30765,cluster5
0.468284,0,1,0,2220,1.0993,cluster5
0.20015,0,1,0,2210,0.830433,cluster5
0.23075,0,1,0,2200,0.9499,cluster5
0.221001,6,3,0,8300,1.337867,cluster13
1.67572,1,3,1,7200,1.874083,cluster17
0.338599,6,3,0,8290,0.9617,cluster13
1.29633,1,3,1,7190,1.572283,cluster15
0.322233,6,3,0,8280,0.788017,cluster13
1.31355,1,3,1,7180,1.590517,cluster15
0.059633,3,0,1,16200,0.418283,cluster3
0.323933,6,3,0,8270,0.786533,cluster13
0.525366,6,0,0,17300,1.523783,cluster15
1.6015,1,3,1,7170,1.877983,cluster17
0.058383,3,0,1,16190,0.422133,cluster3
0.328933,6,3,0,8260,0.789033,cluster13
0.512917,6,0,0,17290,1.504717,cluster15
2.15243,1,3,1,7160,2.428183,cluster17
0.058184,3,0,1,16180,0.420283,cluster3
0.337,6,3,0,8250,0.784083,cluster13
0.5104,6,0,0,17280,1.524417,cluster15
2.3481,1,3,1,7150,3.081083,cluster17
0.05955,3,0,1,16170,0.4172,cluster3
0.342566,6,3,0,8240,0.787433,cluster13
0.515233,6,0,0,17270,1.4969,cluster15
2.2176,1,3,1,7140,3.090267,cluster17
0.16825,1,1,1,2290,0.598217,cluster13
0.060134,3,0,1,16160,0.414683,cluster3
0.33005,6,3,0,8230,0.89055,cluster13
0.503401,6,0,0,17260,1.499967,cluster15
1.86835,1,3,1,7130,2.761133,cluster17
0.176633,1,1,1,2280,0.593183,cluster13
0.060017,3,0,1,16150,0.414117,cluster3
0.317451,6,3,0,8220,0.959067,cluster13
0.5076,6,0,0,17250,1.5112,cluster15
0.857017,1,3,1,7120,1.746,cluster15
0.250884,1,1,1,2270,0.592867,cluster13
0.059183,3,0,1,16140,0.41405,cluster3
0.304816,6,3,0,8210,0.959817,cluster13
0.507316,6,0,0,17240,1.525083,cluster15
0.887084,1,3,1,7110,1.759617,cluster15
0.242217,1,1,1,2260,0.5846,cluster13
0.060233,3,0,1,16130,0.44115,cluster3
0.582499,6,0,0,17230,1.620583,cluster15
0.232767,1,1,1,2250,0.575067,cluster13
0.043001,3,0,1,16120,0.520183,cluster3
0.702099,6,0,0,17220,1.74625,cluster15
0.7743,3,3,1,13200,1.971217,cluster15
0.118951,1,1,1,2240,0.575267,cluster13
0.051016,3,0,1,16110,0.5188,cluster3
0.711916,6,0,0,17210,1.794383,cluster15
0.781967,3,3,1,13190,1.969683,cluster15
0,1,1,1,2230,0.576267,cluster13
1.0502,3,3,1,13180,2.241183,cluster17
0,1,1,1,2220,0.9467,cluster13
0.14721,6,0,0,14310,1.22217,cluster15
0.744349,3,0,1,22200,1.02115,cluster13
1.5926,3,3,1,13170,2.7789,cluster17
0,1,1,1,2210,1.144,cluster13
0.140516,6,0,0,14300,1.22235,cluster15
0.748917,3,0,1,22190,1.0183,cluster13
2.22712,3,3,1,13160,3.410117,cluster17
0.071953,1,1,1,2200,1.18257,cluster13
0.156387,6,0,0,14290,1.21828,cluster15
0.739067,3,0,1,22180,1.022583,cluster13
2.40168,3,3,1,13150,3.565533,cluster17
0.15184,6,0,0,14280,1.22527,cluster15
0.7487,3,0,1,22170,1.02505,cluster13
2.42915,3,3,1,13140,3.562117,cluster17
0.13392,6,0,0,14270,1.22222,cluster15
0.745,3,0,1,22160,1.0259,cluster13
2.53525,3,3,1,13130,3.587883,cluster17
0.163173,6,0,0,14260,1.25527,cluster15
1.05163,3,0,1,22150,1.329983,cluster13
2.58587,3,3,1,13120,3.505367,cluster17
0.187086,6,0,0,14250,1.25023,cluster15
1.10295,3,0,1,22140,1.39235,cluster13
2.51655,3,3,1,13110,3.43805,cluster17
0.157487,6,0,0,14240,1.23943,cluster15
0.887151,3,0,1,22130,1.175617,cluster15
0.16815,6,0,0,14230,1.2601,cluster15
0.903716,1,0,1,18100,2.39225,cluster13
0.717683,3,0,1,22120,1.04735,cluster13
0.1486,6,0,0,14220,1.23998,cluster15
0.912834,1,0,1,18090,2.40065,cluster13
0.664982,3,0,1,22110,1.1241,cluster13
0.906968,1,0,1,18080,2.39985,cluster13
0.924533,1,0,1,18070,2.43555,cluster13
0.157383,0,1,0,3100,1.6512,cluster15
0.916151,1,0,1,18060,2.4674,cluster13
0.162632,0,1,0,3090,1.6617,cluster15
0.932467,1,0,1,18050,2.53745,cluster13
0.125951,0,1,0,3080,1.591667,cluster15
1.00748,1,0,1,18040,2.08545,cluster13
0.13415,0,1,0,3070,1.625867,cluster15
0.995249,1,0,1,18030,2.081433,cluster13
0.095234,0,1,0,3060,1.5816,cluster15
0.998816,1,0,1,18020,2.075567,cluster13
0.064999,0,1,0,3050,1.542933,cluster15
1.01263,1,0,1,18010,2.0642,cluster13
0.075467,0,1,0,3040,1.56265,cluster15
0.403801,0,1,0,3030,1.8842,cluster15
0.4984,0,1,0,3020,1.9867,cluster15
0.394766,0,1,0,3010,1.898267,cluster15
1.3923,2,3,1,7290,1.84088,cluster13
1.63697,2,3,1,7280,2.10987,cluster13
1.3868,2,3,1,7270,1.84873,cluster13
1.4041,2,3,1,7260,1.86475,cluster13
1.39592,2,3,1,7250,1.85202,cluster13
1.4044,2,3,1,7240,1.8608,cluster13
1.52606,2,3,1,7230,1.85588,cluster13
1.44528,2,3,1,7220,1.78998,cluster13
1.4152,2,3,1,7210,1.74,cluster13
0.510116,4,1,1,3200,2.026433,cluster3
1.409,2,3,1,7200,1.74347,cluster13
0.5023,4,1,1,3190,2.033183,cluster3
1.28327,4,1,1,3180,2.8455,cluster3
1.37237,4,1,1,3170,2.7971,cluster3
0,3,3,1,12200,1.556833,cluster15
1.39738,4,1,1,3160,2.4315,cluster3
0,3,3,1,12190,1.564233,cluster15
1.40745,4,1,1,3150,2.434583,cluster3
0.009083,3,3,1,12180,1.6042,cluster15
0.733699,4,1,1,3140,1.871383,cluster3
0.328965,3,3,1,12170,1.9238,cluster15
0,6,0,0,21200,0.97745,cluster5
0.60375,4,1,1,3130,1.769117,cluster3
0.324833,3,3,1,12160,1.921117,cluster15
0,6,0,0,21190,0.975217,cluster5
0.624784,4,1,1,3120,1.753517,cluster3
0.319916,3,3,1,12150,1.940133,cluster15
0,6,0,0,21180,1.06397,cluster5
1.10807,4,1,1,3110,2.259267,cluster3
0.384333,3,3,1,12140,1.955233,cluster15
0,6,0,0,21170,1.0794,cluster3
0.332016,3,3,1,12130,1.949,cluster15
0,6,0,0,21160,1.08248,cluster3
0.152766,6,3,0,9200,0.998367,cluster15
0.328684,3,3,1,12120,1.943533,cluster15
0,6,0,0,21150,1.08652,cluster3
0.173917,6,3,0,9190,1.033483,cluster15
0.332466,3,3,1,12110,1.940367,cluster15
0,6,0,0,21140,1.08262,cluster3
0.148851,6,3,0,9180,0.944717,cluster15
0,6,0,0,21130,1.08312,cluster3
0.145767,6,3,0,9170,0.938917,cluster15
0.374717,1,0,1,17100,0.653133,cluster13
0,6,0,0,18200,1.132333,cluster5
0,6,0,0,21120,1.08142,cluster3
0.138599,6,3,0,9160,0.937267,cluster15
0.376115,1,0,1,17900,0.651383,cluster13
0,6,0,0,18190,1.320783,cluster5
0,6,0,0,21110,1.0778,cluster3
0.165183,6,3,0,9150,0.9838,cluster15
0.373966,1,0,1,17800,0.651717,cluster13
0,6,0,0,18180,1.313933,cluster5
0.204416,6,3,0,9140,1.014267,cluster15
0.3732,1,0,1,17700,0.652083,cluster13
0.661366,0,1,0,2100,1.5903,cluster15
0,6,0,0,18170,1.32245,cluster5
0.213334,6,3,0,9130,1.020833,cluster15
0.372983,1,0,1,17600,0.652683,cluster13
0.634417,0,1,0,2090,1.577117,cluster15
0,6,0,0,18160,1.319933,cluster5
0.2203,6,3,0,9120,1.0315,cluster15
0.370749,1,0,1,17500,0.654333,cluster13
0.660333,0,1,0,2080,1.59655,cluster15
0,6,0,0,18150,1.3179,cluster5
0.225834,6,3,0,9110,1.060583,cluster15
0.368817,1,0,1,17400,0.661433,cluster15
0.674784,0,1,0,2070,1.594317,cluster15
0,6,0,0,18140,1.308367,cluster5
0.364633,1,0,1,17300,0.656067,cluster13
0.668883,0,1,0,2060,1.6035,cluster15
0,6,0,0,18130,1.503233,cluster5
0.507799,1,0,1,17200,0.800383,cluster13
0.658567,0,1,0,2050,1.58705,cluster15
0,6,0,0,18120,1.750767,cluster5
0.5427,1,0,1,17100,0.838667,cluster13
0.66075,0,1,0,2040,1.597383,cluster15
0,6,0,0,18110,1.728467,cluster5
0.8682,0,1,0,2030,1.79305,cluster15
0.627133,3,0,1,23100,0.9846,cluster13
1.05648,0,1,0,2020,1.986367,cluster15
0.62395,3,0,1,23090,0.980683,cluster13
0.761349,0,1,0,2010,1.6729,cluster15
0.615799,3,0,1,23080,0.975983,cluster13
0.618701,3,0,1,23070,0.977267,cluster13
0.641234,3,0,1,23060,0.976267,cluster13
0.621067,3,0,1,23050,0.984967,cluster13
0.6198,3,0,1,23040,1.0251,cluster13
0.613367,3,0,1,23030,1.090933,cluster13
0.606284,3,0,1,23020,1.088,cluster13
0.602617,3,0,1,23010,1.087567,cluster13
0.089151,0,1,0,2190,0.8135,cluster5
0.3451,0,1,0,2180,1.077,cluster5
0.335453,0,1,0,2170,1.06127,cluster5
0.151107,2,0,1,20210,0.64665,cluster13
0.311203,0,1,0,2160,1.05852,cluster5
0.154073,2,0,1,20200,0.6481,cluster13
0.25212,0,1,0,2150,1.00562,cluster5
0.1538,2,0,1,20190,0.64765,cluster13
0.199384,0,1,0,2140,0.93,cluster5
0.160284,2,0,1,20180,0.648317,cluster13
0.197716,0,1,0,2130,0.93085,cluster5
0.15879,2,0,1,20170,0.64785,cluster13
0.23265,0,1,0,2120,0.93015,cluster5
0.162704,2,0,1,20160,0.648667,cluster13
0.175299,0,1,0,2110,0.921833,cluster5
0.151101,2,0,1,20150,0.648217,cluster13
0.212566,0,1,0,2100,0.931667,cluster5
0.15522,2,0,1,20140,0.64855,cluster13
0.156651,2,0,1,20130,0.648167,cluster13
0.326934,6,3,0,8200,0.955367,cluster13
0.967817,1,3,1,7100,1.843717,cluster17
0.145804,2,0,1,20120,0.646817,cluster13
0.328584,6,3,0,8190,0.95605,cluster13
1.62737,1,3,1,7090,2.519883,cluster17
0.322967,6,3,0,8180,0.954917,cluster13
1.80042,1,3,1,7080,2.678233,cluster17
0.063634,3,0,1,16100,0.52755,cluster3
0.319033,6,3,0,8170,0.9728,cluster13
0.740635,6,0,0,17200,1.953467,cluster15
1.82205,1,3,1,7070,2.710267,cluster17
0.075183,3,0,1,16090,0.54415,cluster3
0.368666,6,3,0,8160,0.892183,cluster13
0.814616,6,0,0,17190,1.3065,cluster15
1.79638,1,3,1,7060,2.6907,cluster17
0.119783,3,0,1,16080,0.5908,cluster3
0.406583,6,3,0,8150,0.71955,cluster13
0.816401,6,0,0,17180,1.305667,cluster15
1.1684,1,3,1,7050,2.059883,cluster17
0.0687,3,0,1,16070,0.529617,cluster3
0.402617,6,3,0,8140,0.686283,cluster13
1.27698,6,0,0,17170,1.748117,cluster15
1.09618,1,3,1,7040,2.068533,cluster15
0.100883,3,0,1,16060,0.570517,cluster3
0.420866,6,3,0,8130,0.56705,cluster13
2.19857,6,0,0,17160,2.6733,cluster15
1.19688,1,3,1,7030,2.211867,cluster15
0.059917,3,0,1,16050,0.5473,cluster4
0.417133,6,3,0,8120,0.57215,cluster13
2.2037,6,0,0,17150,2.671733,cluster15
